,topic,link,headline
86,india-news,https://news.google.com/read/CBMizAJBVV95cUxNaW5pMTZXQW93c1lSOENGT3BBRndPV1haNTVEYUFBRXJvendpODJoWUFqX1pzWlRUVWI5akZyMFN0emVTTHRsVGxIaFRVZ2hLNVNXUUU3SnRHcHNGYkJpaTV5S3FrdnFJRHd0RVFQYzBzTGhaT09EQnJRNE91aFNXRWpOXzdyZG53QjFCWnUzZTNrSERWdERkMjdIR2RSX1pYR3NVUEpnSGlWZlBUOUJlQ0tRYW1hNW1MXzlVUmxURFU5MEFETXRLU3BIVTFOLURuNjN0OVVfVjBsbGRfRktxd0J5WWVPZXFFZlBnTmw5UzFheFRUNXY2dFNZbEt3MXNyaTVPZEM1d2NHTktSaUhsUFhhWUhvUEt1WnlTczdleVJWNmFNRHdmMzhDeElGai1QZFpWSHBJY2ZkbkV1M1U0TmxRUDd3dkpESnV0eg?hl=en-IN&gl=IN&ceid=IN%3Aen,"All About Baba Siddique, Ajit Pawar Faction Leader Shot Dead..."
87,Gas guzzlers under threat,https://news.google.com/read/CBMiiAVBVV95cUxPWWJkazMzaTQ4Wmw2NmFpM2VNdy1Ba2ZYSkozNVBLVjF6dFltNDcwNDNpSWZyMmZJTG5BN3FWbm5XMUZsRTk3ZGE0YnZEU1kwem0ydnk4ZFV3SXhTMU5JZ3Qta2lYTHRobVNyTDlvdkVkTE83OTNFVk9KMWxnN0ZLQktDSjcyWWVlbkJqczlhNHBMN1poQUJmdDlSd3JLek94WVptMGY1TVJsbHRzb3F6UUVHYVMwcWd5UEMwVnFuV25OVGJ0Y0psc1Utal9DcXduenZBd1hnaENNRTB2Q0ZiUmJaRDViZjFKdkprWHZLRWVNTUZKcVJIM1pFTC0xSVp2cG5lX25YOEphS00zVk11N0ZzempBZENWanE5YWpMV2pSUm1LakhJdlBwNE5BdFV5ZFEtMFViZlhHOHN4dDJaTlhLdXl2RTJQZUJxZnRFdUkzVGRVX3ZVeUVETVRpQjNZbzZDbVdFcDdzRXJOdmFTbUxmeHZFV3BBaWloNnUtRXNvQ19mZXRhWGIwTXhQWExsRHZuTmZLQVBYbGFacFZKRHdXcTNjMVhIN2NhdXVGekl0LXZpNTBzZG9uY3l5QWJZQWNPU0toMHd3Mm55SF9qNHhQTVZsRlByZy1SOE10dFpNNDExT1B4dGJkMG9lck9MOWtaendDdHhEN2lOc1NMQXNSOHA0QnJYUHBFYzVpTVlNenRiV09xZHNHbk1OZ2ltODBkeXJqX3pBYUJkYXpXSUdPV2hqYmJVa1hYczZSazJKRWk1MWZGNDBHR2U2aWtneGY4TDU0OHBSVjluYUxUcmZ6dmpsb1JPX0cwUWhla0pVN3k0aUxyMHBabzlCcHhjdU5ILTZlT18?hl=en-IN&gl=IN&ceid=IN%3Aen,Delhi resumes crackdown on vehicles older than a decade
88,Internships at full throttle,https://news.google.com/read/CBMijAVBVV95cUxPdFZKQVZ0VGZNc082enRJeG8xLURFZEZ0QXJtS19RRF9fSmpuVTI4M0lQUlg1WV91R2hsZnFXbXFDdDNhdm9fOGJQWnFBSDhmdXZmQmZKeWRIS2s0eVkzQXpFNHhwN0kzdWpsX3ZwSThCa2lfa09URzhqa0pvN05wSFFmXy1ybllfRlVKMjVmal9QaVF5S1lXbFBpeTUzbXVRNDJ5eHBvM2VDM0EySjBlX3lrbmxFVkN3UV9MQlVHNFFWRXg1NlV1aUJPNDFuNmotY2JHMjBvVHFmclJfZkxzS1duWHBjSVJNUnY2YzJtY2F3VzRJZ3A3VERHaEVhaE9ETmlyb0xtRmJ6WmVva2oxanZvaFNmRjZwc21lWUE0cnJwVXlmeldrekhVRUIteUVtaU4xWHdrU1BhYnF0REd6NWIwSnV5ODNHd1BEWmpQUGNnMUdWYWRHR1EyVEdhWHE2QkwyZ2RnRDQzSnNxMERMbmQwYlVsQUdqOUJqNUZPUFFYQWtQQjJFb0R3WTZtSU1WTlZncGQ3MHZibTZNbE8wYl9BNVpUenpOZWJqMmtFSlNYVlVjMllKYW04b2prQzdBLXVvQlloc2ZodzByWHV3WWF5WnNaSndOeWItSDFMdm9RZU44LVhZSzYweFlBYlV0NzhwS2g1YzhGdkNkdHRCWXZyS1drbVVSem5ZM0Jvb1JiOTRGWS1KODlZSFVUclF2eVVRWHJRSlRQaEhMMTREVWJNdTdJMkdYZGdENWZPNVI3WnZpdVFPNDh6YlhDYTFhcjVPdE94WjAtUFAtM1BRUkxyVEsxNjRMMHhXM2NMWWRIMUpFNlhWYzNUVW9oYzZ5SmI3QlRaaHpDejdu?hl=en-IN&gl=IN&ceid=IN%3Aen,PM Internship Scheme portal now open for candidate registration
89,Super Sanju sets record,https://news.google.com/read/CBMi_wRBVV95cUxQZ01RclVUb1laZ2VKNXFlVE1SSTZ1ZWM4NlVCS191MXdtb1FjZDFva3I3azlHYV9PcVVDZWI5TURYekhTaHpiOVdySGJScmM5LVRlOEd3dmkxNXBmLXpUTFpmajdSdG1DZmhMNlVRRGFPNVhQODVJWEYzcEpSYUg2U0hDZUwxWWNnWWk2OWl4YkxFMFdMa19hdGhWVzZkNFVHUzliQTVWbGdsZUJVSlFjSGt2MXFyOF9LY0paeTJ4aGNUVU51ODdncHVWVVBIVlNkcWlqNTFFLWtOT0lMWVhVbm9fTEsxUGUxRXVjdHFDbFRGVmhUNkdSamJTVkhSV3FXTVBuZXNtU0xTV0hIemdTcjZFeHg1OVVlVllNU3R2SmhSNFVVVnk2MWNrNU1RaDhBRDlnbUhTZmZxQkdwWHpuQndJaWJvSHJNMVotRmZxajdJQkZPSTBuWmI5TENVa1Jzc3NZX1dyZGRwV2RqTjc3RmpuSHJjYXlhbzJYN2ZpOFhwM0Z4dGU2NVU3eWpVRDB5dXZGaThibkRESnIxbTdqNG1qNGVEOFc2RUhqanAwV012VmswcTNjQndUOFk1NEotQnRxVXprUGhyODdpblcxMVZiR1NfaUtaQ1pYdW9mMWhfY0tReEFIWFdGWFF0aUktTDhBNlV1d25qVlhkaTBnV3h5OWpPSUE1S0hoS083QlQ2czNpZ0RzSVpCckZMVU14S3NVSjhXa2ROSzJjOWpwNTNVakdCZWZSdEFRd0hGVy1lNk5tRHFDcmV6UlJVOUxZd2NmWTdPOGF0c1RXcVRfSzJMeXBnMUJqc2VkOFN3cG9CdWpiU2Z5UXAyYXdibDQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Sanju Samson's century propels India to record 297/6
90,Response attack on Israel,https://news.google.com/read/CBMi-wRBVV95cUxNNHRpUUhOdTdvekl1TEQwVk42cDc3TWZEQW5sY3lNeVQzQXZDbEYtQkdIZW9VUGpDNnVTMHM4eV9FelNQazZMbUlsbnVGbEdlbTdwTl9CY0dlRlFFOTNra3lXOUQzbmRobnBBalNKcnhUZmNiWm9rUmwyXzJNUENHTzlHQTh2ZEVQckd3T3FhRGdKS3dabWJhN0pSa1N1VThaYS1ablY0SXRxX0lwTWNRd2NVUV91UGQwRlZZN3owQmlvSGZ4UFVFSEVMNllXcGtxdi00ZTd4LVM0THA5cUJITi1PcExxaUZBeVY0a01oS3dhRURoREpGZ2NwdF96WUdXeVlDVUg3b2pmUGl3a0pNZk5kZE54eDdnMHdpeFhLQmotMjFOZjlvVU0wb0l6RF9KeGJ5TUZpVlBTcUZTb0kzRXF1SHdwMms2RkZ4bFVtS3FPdXZjdldvQmVLRXd1TENlbUVCamxqYVFJY25va1VOc1dtbWNrZk5RZVo5Zks3S05FZDh2YTZWUnNaRzhfTlhCbWRUZnVlakJPZk5LdGxIaDlOdHNjR0FvUzdpaTRNSjNHX3VkVUw1Q2p5dHh4dW9xLWxQbG1tN2RoODhRTTNTWFNPbnFLUHhlQXNDc1F5TktVMnF1QUhwMG5LNVpuSmZBZGdUZ0Y2dzZLQmdvNzVDcmYzMzlaT3FBN0x2QjREWlhvdHV1UGhXbEMtSmhWMUg0aGtRRVdkYUdUQ29YOHBNXzJIWnUwYTNmVzVlUHRERXZLVFZheWJuQWp3X3pRWEJlcWxIcWp2RFBNOW5vb09zX1VTOTAteDRxNjB2eXpqaVh3TWtMNVhpc1Z3NA?hl=en-IN&gl=IN&ceid=IN%3Aen,US expands sanctions on Iran
91,India-UK friendship,https://news.google.com/read/CBMi-ARBVV95cUxNZF9TdDE2WXhKNlhoT3p5UzlrZS1vZzhkcy1vZ0RSUGd0MncweFE3WDBtRHMyYzJuZDlrME1pMjl3NW9UTU5KcEoxZlJoNjYycXdDWXkzVUpCeGphd19xNXZlb2doZ0FVSURYTkFKVVg4YzJ5aXFyeTFGcW9GRXhjWGMtdjNPX2lUYy03Rl9DQXdYeXVQaEV2Ukk2bWNNaGJ1U19mX1RvbXhQQlhZaVlNbG5UN2pCM2c5d1hLRzBLYmVWaDVSVllTdl80RU1Jb0ZnN2trWHpkcndvNTRJM3hTOVByek5Yci14Y3lQT1FiMmpyZTBYZXNyVm5SX1l4cGdKZllSaVYzR1FxOFpQWmpVX3VLbVpIVm5qWVBqbzVSVFRDVmZiSjhXWEUtQ05IRmJVVjBQdkhxbGpfTlhZTkd0QlN5THFSaXJmS3p0c2JoaUdsSTFfR1NPbWdVeVg4djlSdkpqeXAzQjRCQ1ZyVEJIWGcweXo5TVBINnNiaFg2ZG9qWE1mN1VmM0oxWFpQSHpGQ0VPcEQtT3dSMEJIbU5ELXpjMHBSQkZwdDdGRHpRcDhoM19nY01YcWEyRmJLSXJGM0xfU2FNa3p6TVdpWUdTc2doVF83M0JKMmZDYmdyQWI3cF93dktzNDNCUnRSVTk5aHRGT2tKeDhXUnQ0VU56eUthNjZ6TmxWY0FuMjF4OUpGbGtMNVpYRU5KSXNiSkhLbEIxR1BPVHpQdHRNczR4Ym1ZTHlRc045STQyelZiRnBPVEJqZWZLSUh2M3lwT2hlb1FscDVWUVlpRUdlai1LNVZ1Y0V4SENMLWtRY3Zua2tQN3h4NWpuUA?hl=en-IN&gl=IN&ceid=IN%3Aen,Boris Johnson praises on ‘change-maker’ Modi’s ‘astral energy’
92,US-Syria,https://news.google.com/read/CBMi3gRBVV95cUxQLWNGamIxUUk1Z0lsR19MWnJ5V29JdTVPSjhQZ1ByTk8wQVJ5ek9vWENGMWdSQ1lDZjZvNERIRUZxX3lEa2dhYW1oY2tjbVBDSWdicXBKeHFrbGViTlNKVWV6d0I2NHBqMk9WOHRZOHFBUk5yTTVNc0tISVo5R2ZSVU1HM2hQN2FabzlCRVpSc2UtMUtpOU1OVUFnT0lfTmxzbVBLMjUzenFsR1pvMTZmenNFRlBLXzRXZE9hTWQ3Tm93ZUdlLTI5dVZhYmg2WWNMMjhGOVh1WFlJX05GRExSXzFUZ0JWZUxiZ1FGT2RJVXlqVi1kOC1NWTRsTVRWMHRNcWZCbHNuMU1ERE9sU29BM0NpYUxTNGM2MG1zWlZJV1VVX2hlTlgyMzhSZXcwTUloRGJhQTloSGt4dFZwR1RTVXljazJOQ01GZk1hUVYwbXFmZmc0WGtzaGlVcnBlZ09iOTBNTzFubGt0MEZOaWI1eFdrWGpCdEQ5VjZpeFZvNVVXRE5QYThIWUtIcmVwd3hqNTgzTEdSdlFfaUR6WlFkY3RQZ21BYjVXUHJKWC1wWmJMV3F4U1BKRDIxY2tTVkNSV3Vtbmw2ZGVoV3UzaTYwN2VPeU9Ib1U4cTh5em9SVHcyeXNNSFNFYmlkZXZlUWpFbXZBOW91OXdXWFZmRjB5UklxakxXTjNsSGhBZHF1YXNCV2FkSU5KZzd5djc4M0hzMTBkM0hoYW5iWUhQdm9GUy1SNkRiVEl0UzZ2NGdwcE1NRldtd2JfV2Vza2pNNDRkLXhac25QMDBCWXB2eEE?hl=en-IN&gl=IN&ceid=IN%3Aen,US airstrikes target multiple militant camps in Syria
93,Haryana,https://news.google.com/read/CBMi1gJBVV95cUxOdEZxamZPTnBYclNtMWxhVm5PaHhzdi16b09GVEhweWhST1JZcm5yMjY1QmdZbzhfMnpZU0tnekQzNS1YWmkta09EbTNLWk5JNlBmeEdvZGl0V2RsTjNBeFl5M092dFVoZTh5RGNmUVlSMHNzYWtYWDVHdEZ5bjJvM3R3S0xZTVZNRTllelp6WHJjcWxySnMyYXdJaU5SOEdJZUNCbkxFaEx2bnFvLWZFSEh0QmlEeFQ4VHZkWDh3YVNPUGNVMl9sM1pueHA4R2Z6dWc1c05HVmtMYUVUajljb3pQNWJJbHdYc2paNjVmWGtXVXdoZzJHeGM0UFRyX2VkQVBJcDByTVlYZkZ3MUlUNHBrbFZZcUN3UThYY2hNajNiR2Y1NHRQVWtJNXlkOXBzcnBkTGlxR28yaXRZZ0l6QTA4VGZLYVhvaDBBeDdoUktReEFISWc?hl=en-IN&gl=IN&ceid=IN%3Aen,"New BJP govt to be sworn in on Oct 17, PM Modi to attend it"
94,New memoir,https://news.google.com/read/CBMixgJBVV95cUxNWkFBTW00aUs4cU9KMGpvYUFpd0pCMjZZbHlFN3RfbENyM0pXNjlDS18tQUlKSjhhM3FDS1pqSV9xckVsT3UzaEl6Wm9wSjdlY1JEbzdXcERISjJwdmdobzZmamxGTFl4akFhOExBbkdCNGNOSG1Jc1FpMnhDSTVmQTJmREhPQnNCT1QwU2RCTC05bHVSSHItNms4N0p2bG5LVXM0ejBTbHY2bWhQTkdIMlUyNU5JdjEyNjNJeTF0Nm11VDY5UjJHQlB6UFJwdHJrVGpNajJNRXVLU0F2dU1SeUV6OVB5a2x0Q3I2Q0h6T09HQWtXS1VFZlFGQThDM0JaYkNSOV9QcnB5NFNCQkN2Q0hyX3FucGFEVzRYeWdzMndHblZIWmRlaUk5bnhBbG92d1g0RV9GS0JWMV9UU3hOWk45cVo2QQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Alexei Navalny wrote he knew he would die in prison
95,Remark against PM Modi,https://news.google.com/read/CBMi3gJBVV95cUxPTDV0MndNVzZ4ZFA2MHJOSWJFdjdnYV9qYmxmNTNia194MDlaTlAyLWJUd1drNll2N3ZXRU5jcEZyWjVnOW1WRWxVaHlvVXQxRlNNb0VxbmswWUtOSVdGTzFiTGJrNk9rczdzRXB3YnBtc0lERVVvckxDNHVIVjdqWjFnT1lPVVpIQ0tCVGJVMFAxdDQzMjRKZWE1NjgxODEzaHF4MGprSWtuZVZFSTdnbnJsYVBFcGVKWjBlNXFveDlWcUs0U05nMlZlRmszMUFFelR4QWFITThKbm9qQWhSTkJXNFNPS29LUzBHaGpJRTE2U2ZTakRrdlBJaFZiYXE2bmNIblpKY3Q2SXVhbTNteW1kVl9UOGtTN0FHUGZnR2lWZVlxekxEX2FwZS1GVzhDcHNidmcwa1pXUWRNRlRsVlNfSEEwZTFST014NFM1YWRfYkEzYnh3MlpnR3dfUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,SC to hear Congress MP Shashi Tharoor's plea in defamation case
96,Odisha,https://news.google.com/read/CBMiugJBVV95cUxQMlJuTmxJQUtCYUtfTU9CcHdPUE1aRnRrc0JJaUNwWXZqbk1WZFF1aHRpbml0RlEydWFXeG00MFU4RlhWVVg2RkZoNlZwZHdBNjdfU09TZ0R6QU1iZnJBS1FGYy1UTzVpQTRBYklGQkFnRkpPQWhJOWc2dDA1bmI2NTlkdFJ6SnY0UnBxZk1Eb0dHdFFoTnVLZTgzY2hIUDdXTDRRYmsyYzVHQU40OGJReGhNSFd1dnFBLS1raXNScWpPel9xS3ZvSXRaajlsTEFncGI3RFEzYUtScG0wLUJjUGIxeV92dWhZZEczVlZHLUVLVUtDR25paGJaQUNQanBIU0U0R0lOQ3g3VXBQVUlBSENJamUzOTN1cUZGUEhnWElrdWNBcVhjbDl5VjRtMmI4bU1JX2xoaERFUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Vending zones in Angul a non-starter! street vendors at receivin
97,Crime,https://news.google.com/read/CBMiogJBVV95cUxPeTBTYXpxbTRDNHRqeFBRWVM1QnIxTUdrSWFzSUtSR19laXBrRklpUjZKTzctSDZZU1RzMGhwOXg3aTBLVGtQdWRneGdOR3dEZlhCZWFrQVltb2ZCQm9RWlF2YjZrenBZejg5bE92eVQ5VlpCWndmV3lldDVWV1k4TWRJeHg0M25PSnlqaVFFZEthVU10d0NkRUprTDhoYi1zdFpnV2plbFpGR0ZzTmtGMXAtZHhmeVZVbG9RVW1ySXBqUTFQelpmVkNqQ2FyM01KZEd4VVRkRmJYY1U0cVBKWWZSamdFVXJ5eWdQNk4zbEdoM0FfaHVOVUxYYl9rS2s5VEdQR3BDOVppMkI4OWFJMzNydUxkM0hNMTd0bFB2TEpnUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Senior NCP leader Baba Siddique shot dead in Mumbai 
98,Odisha,https://news.google.com/read/CBMiugJBVV95cUxQUmJIUjJZMjV5MVVsWUw3bndTNmVYVTJSQmNtYXJVc2RmYlZCbFhGNGw0Q3p2OTR4YWl6dDU1TFNDLXdsMjdRTjBVVUJSYk5TWVdYdHZBTlR4VzJrcGxLTDR0RTI1Y1FoZ1FnODdGZXdpZ2p6TEJlRWFVdHpvS1FzTFdQNWZZZzBYQzhrWVlYUVFJczBzZmNfb1VCUnBSaTVkbWMxWHNBb21FR2dnd1lJenBfOFVYLTVPTGdJQm5IZ2xVc0N3WmoySzdycncza1gxcWQ1OXIzTTNlSzJSUDB5a0ZuTUNMVHduaFZ1eElXWnpsZU0zWFNNSjBiQldDWWRQOW5scTV4a3hsOWlCRUZER3I1eEhPUmRuWElvMzBjN2dTT2Y4S213RGZGZHVjZ09ZMERtWHFXU2RSdw?hl=en-IN&gl=IN&ceid=IN%3Aen,Halt in Alarnath shrine development work irks visitors and servi
99,US Presidential Elections,https://news.google.com/read/CBMisANBVV95cUxPa0JLU1dMNzJQNWNFUnIyX29QQWhwTjFZUmE4S1dYazVvMVg0dHpQWkhZMHpYcWxjbU1QV3V5TEhpNHFtNy1IZXE4ZXQxemZfeld2NF9MNERZUzUyTjQzQ0hhM2xxOFEycERnZDRNRUVDWDZ3MEsxdTQ4aHBTWjI5V0dhNzg0S1lnLVdmczBIQjdabU5taExEVkMyVzgyTEJ4SEFpQTQtclg2MWV6OUFIQ1FUTG1aMDBYZFpYd1BwMERRWk5zVDM2Y1lZX0U4NnNacFFyaV92UlpBQkNya0NyZ1JadHJSaEItV1pUOW9IaTZIaGo3QmVRN3J3NENOX2ZpMm5CUVlGS0YtLVJoZ0RlWTlXSmhWYUhnYVh5eXoxbTZmbm1zc0VDS20yWHZsRmdncWNPNHNUMm9ZVW5GU3Z4OUl3NHRWX2Y0MmZKTk9YV3BiOFVta3haTkExdXBXSnFuNm0wQ0RVOUNLcHBGOENBU0FZR2RBUE9BWmM4V3RHT1BlMUNyNFpQRHJpMG9wMmZzWlBwMG1nVUNsR25YNWdSSHkybzgyVTZLVUdMZlQ1SWM?hl=en-IN&gl=IN&ceid=IN%3Aen,Indian Maestro endorses Kamala Harris
100,Jigra box office collection,https://news.google.com/read/CBMi8gJBVV95cUxQam1QOGxUZWpvR29Zd3ZiOVBvQ2JXTm5VM2VCd09kM2NEdGlmdTNseW1ZRGtoaU1CbERyS0h3N2ZXNmVSWXI4RE1UU1loLTFmVnZ2TlFucURJOUZmS1JQWWR6amFsYTBRUldJVlp3UkdYamk0a25qblJIejNlSmwyMFExY0tjOUdlZTZ0MzdCYy1mZk9STHU0RHBsdUN5U2dmcEZNWmJkNzhQc0pWcDVDX0NmUWVmbklCcm5EcHhkS2M0V2xNMXFucjZCekFsMFZram9RRVZIeTI5MktYZGdJRW1SWlB3eEJiNmhKT3FJWnl1SjI0VTE2YWw1di1tbmFrOEtoWk9zRmlOeXBLbmFnbXhFLWxodk9MOEM1MUlvTVNmRi1kZ19Id2VKbVpfbGh6VjZGYXZia1ViRFlxNkVVSGlsbHFjanludUJ2MjdqMFVhR2dSdEtKZlEyZE0yWXprZzJyX0xnMzJNa2RKWTk1bXV3?hl=en-IN&gl=IN&ceid=IN%3Aen,Alia Bhatt’s action thriller starts slow on opening day
101,IND vs NZ Test series,https://news.google.com/read/CBMiwwJBVV95cUxORE9rWWtab1NyQ3l4QnNwRWpKcXRzZmVjb3NObDFWZlpLZGM3WlZQMG90ZHpRc3RVQXNMVTVRcHlzVFRtU1gyLTY5Y1BiazBxcjBPRFhZcWpTSTNzTDZhcWg2a2dMaTg2UmNubXZ5Q2swNldUQlpBejIwOTFjZUloTGJ5ZWdsV0ZPNmtyV3ZHamNaNmJYTWVMcTlZRXpRSFE4WDYxbEN4bXRmdzZCVVptbDBNaFFOQ0U0dTM3Z2t0WTFsazN0RDBEVTViWkpkLVJMRmZZLVpXYTJVR2FqWThiMHdYbDZZYzdjbVJIS2wteGZnSjlfMFZJWlN3RmJqZTVibGJuR0tsaE9zVFNIeHREZWNmUGpBN0JOTF9fQWRnNUJGbk00VWhueUgtVDN4QmNzNFNvSEFvSlJrV3ZINVFVUmFfYw?hl=en-IN&gl=IN&ceid=IN%3Aen,Pacer Mayank Yadav finds place for New Zealand Tests
102,Tribute,https://news.google.com/read/CBMi4wVBVV95cUxOaGhVa2trV1dpdHlrVEp2ZEs0THlSTEYwanVrdmdJRkZRVk90M3RMRzJTb1M2WXZqYVhWZFBKNGVXMDFTWHlNRG5wQXM4b1NaWnRKZVdObEktTUNvMHhXZzFtS1BJcU9SX1JBWTY5ZHdVRmQ4Z0piSmN6SVhyYklLaGlZcGJGWHl4cDhNUnZtSXpSWjFtOTFSbnhWMGJadnVvYXRGWlgzMkxYNGJ5REtDX1ZnX0ZrMWxtcTZMUlJraXNHYXZxVFZTYUNQTklZcGZBUDYyNjVGeVBsVEw3SzJBVGI3NEdGaW45T3hsWTRoakU3X1k5R3R4c2VRdk5GOXE0Mjd2dGNaZUhHZngtYjJOZkgtdkNPLVdfbE44YnNUc3k0MXVNa3BPakE0VmZTb0RMVHQtbmg5SkhqOV9fTll1MDAwQXY5VHVsU1lHalAyZHE5dE1FV1Zha2o5ZUx5Tkt4cktPdDJMYUF3akFjMDB1Mk5RY1lqbFR4blRWb1VseXltX3owSFNYVngwUHYzYkw5LXhUdGRYSVEzV3k3RUFYbVZRZi1oTnUwLV9ZTkVEQ2NyVVVxcjU3Q1otMWdyVWowMzR5LW15eVEwRXZVZkdUbHMtYTc0aUJqdUZLaHI5aWNBOGhvYjRGaFp5NmltZFM1bzFmemJQZHZWa3R4OW1QajF1eV9OMjlJMzVPS21jUXMyczhEd0I3UF9DQTYxSWJQdmc0WERGXzdURDByYW5rTWh4Yi16cmRMajAtaGNZX3lsaXd5enIwbURwSEZRSm15c3VFR2N6X1A3V1o0SG1oZXpEZ1dvNzBqNU5NYUZ0SFp0QlV2bkM2bkZ5NnFORWJVLXpwVHppV2Y5NE05Qmo4eE1VTURWMkNyYzFvOFVjd292RU5TNWhqMWZUdVNSOFl0UzJJLXZma2drS2dOcVZaWURsemF3SUhYOE9pbHBuZXFvekJZbGF6M1pZaFRWUlhCYjNz?hl=en-IN&gl=IN&ceid=IN%3Aen,"Remembering Ratan, the noble businessman"
103,NEWS ANALYSIS,https://news.google.com/read/CBMiqAVBVV95cUxNS3lvSzIzVTAyVDNsUERRbjZVeGswTXpuT0VkM1E3akRiUlJCMDhzRmhFV0liR2dwaHh6NW1BV2NpSDNtYm5ISGxrNWtCWWh3OGh5U1J5RjdzamoxMlpjLUlucXRQRjVvRG1pTVV5VTBCckhiaGZ1NWREZXJwMlY4THFEY3VXMnpIYldlLVFjRWQ3Tmk3RFd2THltTnhlUVNuTVduX2E1YkVrNlRTOFpYMHFFREF4aFNMUXhKekhiT2J4MzRXNXBqNDdwSDRXVkI2OEVJMU5WWmsyM2RWUzBKOEN6Mnl2LUdkOXpuZnFLdVRKYjBsVUtURVI1X0ZqU3pBdHNBRFl0blJwOURvRGFtUXhKVGtzZlVTdUp3MkJfNkJTRi1LSi1mSy1YRHR3eDFEbEdfTTMyZkEyd09NemFqOFYtRmdsb3RTMUdVVHNMVFpFb0MtazdyR01SdFpNc0kxazVWMVVBMXVDNlg3bnlBN0hBNTBub1lKT2FLSTIzWEF5UGZfU1EzaFVIUEZRVjFCTE9ESkY0VnI5V24xaTVXVU5iYzV3QXVXQ3UwUHctb3pFNjdVdm1tY0V0NDc3UlRhUmhrekdKX3JEczY2QkRpVks5N0kxVlJ1Q1RtMVlnYkdIaE82eEp6SG9uYmJPTTY0UTJkYmFPSlFob00yRVFjNlNrWDNEdGdHUkF1ZFRSR1pILWpyUnhfWFlTZWI0NnJ6SlRyV0ZOZDhXV0lZUWxUZHJ2ZE1TUXJBMEV2SVExR0ZralVVdDYyRWtaektmMmJRQjJmMmNPTmNENWZCOE1vRzFIQV93Q0h6d2hPTWREcWUtLUFaUGRxSnpMMi1ZcktBMUg1TlduQXVleU5ybjVRVnB2ZGdpOHo3ajF0cm8zbGRoVXU0NksxQg?hl=en-IN&gl=IN&ceid=IN%3Aen,Haryana’s surprise election result: A sign of things to come i...
104,SAMSUNG WORKERS STRIKE,https://news.google.com/read/CBMitwVBVV95cUxQeXZZcy1ZVXdic3p1ZkdZY2F2bFBMS1dEVGVsbVFpWUhuWmxKM1lGcXFXVTJnMHVtU1R1YklGZ3hXaHNQaEYwRGdJdGlGbmpNQ0ctWS1GNGpTNGVMMzZkbEdBU044S2o4R3d3aVExdGVHWC1sZVlRMHQwUFdxdFh6XzBxdWR2S3o3d2Jfd01qWEpTMFdIVFFvME9XamtjTVhDU29laGkwYTliVzJwWWI3OW1yQjdFakRYT2JNNUtCbG5SUVdLWHAwZjFqeXpnOUVPU2YyX0Yxbi1hNFhYN2gwTnFMb1pfM3F3S19lb0E2UFJRV3JpVVc3NWw1WDM2ZHdzdHk3bHJ1WWh3cEpva0pnajNfUkprZHEyd2YzanRqT2ZtNmVlZzQ2dGNYUDE3bnBIRFE1dC15eUloWFl1QnBtV1ZOZl9VM0N2T0NwdVo3MUx4N0dJbFlGanJrNGFGVHVjQmd0QzVXalJYaWQ5d0l5WW9aampFYUkxelZxSmtsMmtQWDRsbmFtT0tablFnT0ZqdWdzSWRMWDlPblFaQkpDb3JHbG1FSV9HLVJYX2FwRVM3R1M0RzFSWkFMWmcyTDJTbHhkMzVTV1lldnJ4LUxvTWNtc0JndUM4bHRPc1R6S2NkejctdmJoY0tBdzJJdUJEWFhvcGJaN2U4RXJhdDA0UzJyMkxzWjdsaHM3M2ZOV0FhOVg0YjZNQmFNMDQ2SVg5N0ZvZnUtWTdfT1BhZllYLTNBWVZqVWhpZGFvZkNYdWpQZ01FNGwyeHZLMWV1UmFxdmk5VkdpQW1HUkEyMUFWMXB4M2JjUHBDTXlFZzIyREhBWW1ZWlNpaUh3aXNBRmVCb3ZmWkNtWGlzZjhaT3VyQlkxZmltbE53QXVNQWJjSFlxdjBYc0s0Zm4zSk1QdDNBcS1ER1c0SQ?hl=en-IN&gl=IN&ceid=IN%3Aen,No difference between what is said by Samsung and Tamil Nadu gov...
